Date,Open,High,Low,Close,Adj Close,Volume
13/04/2020,67.077499,68.425003,66.457497,68.3125,67.787041,131022800
14/04/2020,70,72.0625,69.512497,71.762497,71.210495,194994800
15/04/2020,70.599998,71.582497,70.157501,71.107498,70.560539,131154400
16/04/2020,71.845001,72.050003,70.587502,71.672501,71.121201,157125200
17/04/2020,71.172501,71.737503,69.214996,70.699997,70.156174,215250000
20/04/2020,69.487503,70.419998,69.212502,69.232498,68.699974,130015200
21/04/2020,69.07,69.3125,66.357498,67.092499,66.576424,180991600
22/04/2020,68.402496,69.474998,68.050003,69.025002,68.494064,117057200
23/04/2020,68.967499,70.4375,68.717499,68.7575,68.228622,124814400
24/04/2020,69.300003,70.752502,69.25,70.7425,70.198349,126508800
27/04/2020,70.449997,71.135002,69.987503,70.792503,70.247971,117087600
28/04/2020,71.269997,71.457497,69.550003,69.644997,69.109299,112004800
29/04/2020,71.182503,72.417503,70.972504,71.932503,71.379196,137280800
30/04/2020,72.489998,73.6325,72.087502,73.449997,72.885025,183064000
1/05/2020,71.5625,74.75,71.462502,72.267502,71.711632,240616800
4/05/2020,72.292503,73.422501,71.580002,73.290001,72.726265,133568000
5/05/2020,73.764999,75.25,73.614998,74.389999,73.817802,147751200
6/05/2020,75.114998,75.809998,74.717499,75.157501,74.579391,142333600
7/05/2020,75.805,76.292503,75.4925,75.934998,75.350914,115215200
8/05/2020,76.410004,77.587502,76.072502,77.532501,77.144394,134048000
11/05/2020,77.025002,79.262497,76.809998,78.752502,78.358284,145946400
12/05/2020,79.457497,79.922501,77.727501,77.852501,77.462791,162301200
13/05/2020,78.037498,78.987503,75.802498,76.912498,76.527496,200622400
14/05/2020,76.127502,77.447502,75.3825,77.385002,76.997635,158929200
15/05/2020,75.087502,76.974998,75.052498,76.927498,76.542412,166348400
18/05/2020,78.292503,79.125,77.580002,78.739998,78.345848,135372400
19/05/2020,78.7575,79.629997,78.252502,78.285004,77.893127,101729600
20/05/2020,79.169998,79.879997,79.129997,79.807503,79.408005,111504800
21/05/2020,79.665001,80.222504,78.967499,79.212502,78.815979,102688800
22/05/2020,78.942497,79.807503,78.837502,79.722504,79.323433,81803200
26/05/2020,80.875,81.059998,79.125,79.182503,78.786133,125522000
27/05/2020,79.035004,79.677498,78.272499,79.527496,79.129402,112945200
28/05/2020,79.192497,80.860001,78.907501,79.5625,79.16423,133560800
29/05/2020,79.8125,80.287498,79.1175,79.485001,79.08712,153598000
1/06/2020,79.4375,80.587502,79.302498,80.462502,80.059723,80791200
2/06/2020,80.1875,80.860001,79.732498,80.834999,80.430351,87642800
3/06/2020,81.165001,81.550003,80.574997,81.279999,80.873131,104491200
4/06/2020,81.097504,81.404999,80.195,80.580002,80.176636,87560400
5/06/2020,80.837502,82.9375,80.807503,82.875,82.460152,137250400
8/06/2020,82.5625,83.400002,81.830002,83.364998,82.947685,95654400
9/06/2020,83.035004,86.402496,83.002502,85.997498,85.567009,147712400
10/06/2020,86.974998,88.692497,86.522499,88.209999,87.76844,166651600
11/06/2020,87.327499,87.764999,83.870003,83.974998,83.554642,201662400
12/06/2020,86.18,86.949997,83.555,84.699997,84.276009,200146000
15/06/2020,83.3125,86.419998,83.144997,85.747498,85.31826,138808800
16/06/2020,87.864998,88.300003,86.18,88.019997,87.579391,165428800
17/06/2020,88.787498,88.849998,87.772499,87.897499,87.457504,114406400
18/06/2020,87.852501,88.362503,87.305,87.932503,87.492332,96820400
19/06/2020,88.660004,89.139999,86.287498,87.43,86.992348,264476000
22/06/2020,87.834999,89.864998,87.787498,89.717499,89.268394,135445200
23/06/2020,91,93.095001,90.567497,91.6325,91.173805,212155600
24/06/2020,91.25,92.197502,89.629997,90.014999,89.564407,192623200
25/06/2020,90.175003,91.25,89.392502,91.209999,90.753426,137522400
26/06/2020,91.102501,91.330002,88.254997,88.407501,87.964951,205256800
29/06/2020,88.3125,90.542503,87.82,90.445,89.992256,130646000
30/06/2020,90.019997,91.495003,90,91.199997,90.743469,140223200
1/07/2020,91.279999,91.839996,90.977501,91.027496,90.571838,110737200
2/07/2020,91.962502,92.6175,90.910004,91.027496,90.571838,114041600
6/07/2020,92.5,93.945,92.467499,93.462502,92.994652,118655600
7/07/2020,93.852501,94.654999,93.057503,93.172501,92.706093,112424400
8/07/2020,94.18,95.375,94.089996,95.342499,94.865234,117092000
9/07/2020,96.262497,96.317497,94.672501,95.752502,95.273193,125642800
10/07/2020,95.334999,95.980003,94.705002,95.919998,95.439842,90257200
13/07/2020,97.264999,99.955002,95.2575,95.477501,94.999557,191649200
14/07/2020,94.839996,97.254997,93.877502,97.057503,96.571655,170989200
15/07/2020,98.989998,99.247498,96.489998,97.724998,97.235809,153198000
16/07/2020,96.5625,97.404999,95.904999,96.522499,96.03933,110577600
17/07/2020,96.987503,97.147499,95.839996,96.327499,95.845299,92186800
20/07/2020,96.417503,98.5,96.0625,98.357498,97.865143,90318000
21/07/2020,99.172501,99.25,96.7425,97,96.514442,103646000
22/07/2020,96.692497,97.974998,96.602501,97.272499,96.785568,89001600
23/07/2020,96.997498,97.077499,92.010002,92.845001,92.380234,197004400
24/07/2020,90.987503,92.970001,89.144997,92.614998,92.151382,185438800
27/07/2020,93.709999,94.904999,93.480003,94.809998,94.335396,121214000
28/07/2020,94.3675,94.550003,93.247498,93.252502,92.785706,103625600
29/07/2020,93.75,95.230003,93.712502,95.040001,94.564247,90329200
30/07/2020,94.1875,96.297501,93.767502,96.190002,95.708496,158130000
31/07/2020,102.885002,106.415001,100.824997,106.260002,105.728088,374336800
3/08/2020,108.199997,111.637497,107.892502,108.9375,108.392181,308151200
4/08/2020,109.1325,110.790001,108.387497,109.665001,109.116043,173071600
5/08/2020,109.377502,110.392502,108.897499,110.0625,109.511551,121992000
6/08/2020,110.404999,114.412498,109.797501,113.902496,113.332329,202428800
7/08/2020,113.205002,113.675003,110.292503,111.112503,110.755638,198045600
10/08/2020,112.599998,113.775002,110,112.727501,112.365448,212403600
11/08/2020,111.970001,112.482498,109.107498,109.375,109.023705,187902400
12/08/2020,110.497498,113.275002,110.297501,113.010002,112.647041,165944800
13/08/2020,114.43,116.042503,113.927498,115.010002,114.64061,210082000
14/08/2020,114.830002,115,113.044998,114.907501,114.538445,165565200
17/08/2020,116.0625,116.087502,113.962502,114.607498,114.239403,119561600
18/08/2020,114.352501,116,114.0075,115.5625,115.191338,105633600
19/08/2020,115.982498,117.162498,115.610001,115.707497,115.335869,145538000
20/08/2020,115.75,118.392502,115.732498,118.275002,117.895126,126907200
21/08/2020,119.262497,124.8675,119.25,124.370003,123.970551,338054800
24/08/2020,128.697495,128.785004,123.9375,125.857498,125.45327,345937600
25/08/2020,124.697502,125.18,123.052498,124.824997,124.424088,211495600
26/08/2020,126.18,126.9925,125.082497,126.522499,126.116135,163022400
27/08/2020,127.142502,127.485001,123.832497,125.010002,124.608498,155552400
28/08/2020,126.012497,126.442497,124.577499,124.807503,124.406647,187630000
31/08/2020,127.580002,131,126,129.039993,128.625549,225702700
1/09/2020,132.759995,134.800003,130.529999,134.179993,133.749039,152470100
2/09/2020,137.589996,137.979996,127,131.399994,130.977966,200119000
3/09/2020,126.910004,128.839996,120.5,120.879997,120.491753,257599600
4/09/2020,120.07,123.699997,110.889999,120.959999,120.571503,332607200
8/09/2020,113.949997,118.989998,112.68,112.82,112.457649,231366600
9/09/2020,117.260002,119.139999,115.260002,117.32,116.943192,176940500
10/09/2020,120.360001,120.5,112.5,113.489998,113.125496,182274400
11/09/2020,114.57,115.230003,110,112,111.640282,180860300
14/09/2020,114.720001,115.93,112.800003,115.360001,114.989487,140150100
15/09/2020,118.330002,118.830002,113.610001,115.540001,115.168915,184642000
16/09/2020,115.230003,116,112.040001,112.129997,111.769859,154679000
17/09/2020,109.720001,112.199997,108.709999,110.339996,109.985611,178011000
18/09/2020,110.400002,110.879997,106.089996,106.839996,106.496849,287104900
21/09/2020,104.540001,110.190002,103.099998,110.080002,109.726448,195713800
22/09/2020,112.68,112.860001,109.160004,111.809998,111.450882,183055400
23/09/2020,111.620003,112.110001,106.769997,107.120003,106.775963,150718700
24/09/2020,105.169998,110.25,105,108.220001,107.872421,167743300
25/09/2020,108.43,112.440002,107.669998,112.279999,111.919373,149981400
28/09/2020,115.010002,115.32,112.779999,114.959999,114.590767,137672400
29/09/2020,114.550003,115.309998,113.57,114.089996,113.723564,99382200
30/09/2020,113.790001,117.260002,113.620003,115.809998,115.438042,142675200
1/10/2020,117.639999,117.720001,115.830002,116.790001,116.414894,116120400
2/10/2020,112.889999,115.370003,112.220001,113.019997,112.657005,144712000
5/10/2020,113.910004,116.650002,113.550003,116.5,116.125824,106243800
6/10/2020,115.699997,116.120003,112.25,113.160004,112.796555,161498200
7/10/2020,114.620003,115.550003,114.129997,115.080002,114.710388,96849000
8/10/2020,116.25,116.400002,114.589996,114.970001,114.600739,83477200
9/10/2020,115.279999,117,114.919998,116.970001,116.594315,100506900
12/10/2020,120.059998,125.18,119.279999,124.400002,124.000458,240226800
13/10/2020,125.269997,125.389999,119.650002,121.099998,120.711044,262330500
14/10/2020,121,123.029999,119.620003,121.190002,120.800766,151062300
15/10/2020,118.720001,121.199997,118.150002,120.709999,120.322304,112559200
16/10/2020,121.279999,121.550003,118.809998,119.019997,118.637726,115393800
19/10/2020,119.959999,120.419998,115.660004,115.980003,115.607498,120639300
20/10/2020,116.199997,118.980003,115.629997,117.510002,117.132591,124423700
21/10/2020,116.669998,118.709999,116.449997,116.870003,116.494644,89946000
22/10/2020,117.449997,118.040001,114.589996,115.75,115.378235,101988000
23/10/2020,116.389999,116.550003,114.279999,115.040001,114.670517,82572600
26/10/2020,114.010002,116.550003,112.879997,115.050003,114.680489,111850700
27/10/2020,115.489998,117.279999,114.540001,116.599998,116.22551,92276800
28/10/2020,115.050003,115.43,111.099998,111.199997,110.84285,143937800
29/10/2020,112.370003,116.93,112.199997,115.32,114.949615,146129200
30/10/2020,111.059998,111.989998,107.720001,108.860001,108.510361,190272600
2/11/2020,109.110001,110.68,107.32,108.769997,108.420654,122866900
3/11/2020,109.660004,111.489998,108.730003,110.440002,110.085289,107624400
4/11/2020,114.139999,115.589996,112.349998,114.949997,114.580803,138235500
5/11/2020,117.949997,119.620003,116.870003,119.029999,118.647697,126387100
6/11/2020,118.32,119.199997,116.129997,118.690002,118.512909,114457900
9/11/2020,120.5,121.989998,116.050003,116.32,116.146439,154515300
10/11/2020,115.550003,117.589996,114.129997,115.970001,115.796967,138023400
11/11/2020,117.190002,119.629997,116.440002,119.489998,119.311707,112295000
12/11/2020,119.620003,120.529999,118.57,119.209999,119.032127,103162300
13/11/2020,119.440002,119.669998,117.870003,119.260002,119.082054,81581900
16/11/2020,118.919998,120.989998,118.150002,120.300003,120.120506,91183000
17/11/2020,119.550003,120.669998,118.959999,119.389999,119.211861,74271000
18/11/2020,118.610001,119.82,118,118.029999,117.853889,76322100
19/11/2020,117.589996,119.059998,116.809998,118.639999,118.462982,74113000
20/11/2020,118.639999,118.769997,117.290001,117.339996,117.164917,73604300
23/11/2020,117.18,117.620003,113.75,113.849998,113.680122,127959300
24/11/2020,113.910004,115.849998,112.589996,115.169998,114.998154,113874200
25/11/2020,115.550003,116.75,115.169998,116.029999,115.856873,76499200
27/11/2020,116.57,117.489998,116.220001,116.589996,116.416031,46691300
30/11/2020,116.970001,120.970001,116.809998,119.050003,118.872368,169410200
1/12/2020,121.010002,123.470001,120.010002,122.720001,122.536896,128166800
2/12/2020,122.019997,123.370003,120.889999,123.080002,122.896355,89004200
3/12/2020,123.519997,123.779999,122.209999,122.940002,122.756569,78967600
4/12/2020,122.599998,122.860001,121.519997,122.25,122.067596,78260400
7/12/2020,122.309998,124.57,122.25,123.75,123.565353,86712000
8/12/2020,124.370003,124.980003,123.089996,124.379997,124.194412,82225500
9/12/2020,124.529999,125.949997,121,121.779999,121.598289,115089200
10/12/2020,120.5,123.870003,120.150002,123.239998,123.056114,81312200
11/12/2020,122.43,122.760002,120.550003,122.410004,122.227356,86939800
14/12/2020,122.599998,123.349998,121.540001,121.779999,121.598289,79184500
15/12/2020,124.339996,127.900002,124.129997,127.879997,127.689186,157572300
16/12/2020,127.410004,128.369995,126.559998,127.809998,127.619293,98208600
17/12/2020,128.899994,129.580002,128.039993,128.699997,128.507965,94359800
18/12/2020,128.960007,129.100006,126.120003,126.660004,126.471016,192541500
21/12/2020,125.019997,128.309998,123.449997,128.229996,128.038666,121251600
22/12/2020,131.610001,134.410004,129.649994,131.880005,131.683228,168904800
23/12/2020,132.160004,132.429993,130.779999,130.960007,130.764603,88223700
24/12/2020,131.320007,133.460007,131.100006,131.970001,131.773087,54930100
28/12/2020,133.990005,137.339996,133.509995,136.690002,136.486053,124486200
29/12/2020,138.050003,138.789993,134.339996,134.869995,134.668762,121047300
30/12/2020,135.580002,135.990005,133.399994,133.720001,133.520477,96452100
31/12/2020,134.080002,134.740005,131.720001,132.690002,132.49202,99116600
4/01/2021,133.520004,133.610001,126.760002,129.410004,129.216919,143301900
5/01/2021,128.889999,131.740005,128.429993,131.009995,130.814514,97664900
6/01/2021,127.720001,131.050003,126.379997,126.599998,126.411102,155088000
7/01/2021,128.360001,131.630005,127.860001,130.919998,130.724655,109578200
8/01/2021,132.429993,132.630005,130.229996,132.050003,131.852966,105158200
11/01/2021,129.190002,130.169998,128.5,128.979996,128.787552,100620900
12/01/2021,128.5,129.690002,126.860001,128.800003,128.607819,91951100
13/01/2021,128.759995,131.449997,128.490005,130.889999,130.694702,88636800
14/01/2021,130.800003,131,128.759995,128.910004,128.717667,90221800
15/01/2021,128.779999,130.220001,127,127.139999,126.950294,111598500
19/01/2021,127.779999,128.710007,126.940002,127.830002,127.639267,90757300
20/01/2021,128.660004,132.490005,128.550003,132.029999,131.832993,104319500
21/01/2021,133.800003,139.669998,133.589996,136.869995,136.665771,120529500
22/01/2021,136.279999,139.850006,135.020004,139.070007,138.862503,114459400
25/01/2021,143.070007,145.089996,136.539993,142.919998,142.706757,157611700
26/01/2021,143.600006,144.300003,141.369995,143.160004,142.946396,98390600
27/01/2021,143.429993,144.300003,140.410004,142.059998,141.848038,140843800
28/01/2021,139.520004,141.990005,136.699997,137.089996,136.885452,142621100
29/01/2021,135.830002,136.740005,130.210007,131.960007,131.763107,177180600
1/02/2021,133.75,135.380005,130.929993,134.139999,133.93985,106239800
2/02/2021,135.729996,136.309998,134.610001,134.990005,134.788589,83305400
3/02/2021,135.759995,135.770004,133.610001,133.940002,133.740158,89880900
4/02/2021,136.300003,137.399994,134.589996,137.389999,137.184998,84183100
5/02/2021,137.350006,137.419998,135.860001,136.759995,136.759995,75524000
8/02/2021,136.029999,136.960007,134.919998,136.910004,136.910004,71297200
9/02/2021,136.619995,137.880005,135.850006,136.009995,136.009995,76774200
10/02/2021,136.479996,136.990005,134.399994,135.389999,135.389999,73046600
11/02/2021,135.899994,136.389999,133.770004,135.130005,135.130005,64154400
12/02/2021,134.350006,135.529999,133.690002,135.369995,135.369995,60029300
16/02/2021,135.490005,136.009995,132.789993,133.190002,133.190002,80576300
17/02/2021,131.25,132.220001,129.470001,130.839996,130.839996,97918500
18/02/2021,129.199997,130,127.410004,129.710007,129.710007,96856700
19/02/2021,130.240005,130.710007,128.800003,129.869995,129.869995,87668800
22/02/2021,128.009995,129.720001,125.599998,126,126,103916400
23/02/2021,123.760002,126.709999,118.389999,125.860001,125.860001,158273000
24/02/2021,124.940002,125.559998,122.230003,125.349998,125.349998,111039900
25/02/2021,124.68,126.459999,120.540001,120.989998,120.989998,148199500
26/02/2021,122.589996,124.849998,121.199997,121.260002,121.260002,164320000
1/03/2021,123.75,127.93,122.790001,127.790001,127.790001,115998300
2/03/2021,128.410004,128.720001,125.010002,125.120003,125.120003,102015300
3/03/2021,124.809998,125.709999,121.839996,122.059998,122.059998,112430400
4/03/2021,121.75,123.599998,118.620003,120.129997,120.129997,177275300
5/03/2021,120.980003,121.940002,117.57,121.419998,121.419998,153590400
8/03/2021,120.93,121,116.209999,116.360001,116.360001,153918600
9/03/2021,119.029999,122.059998,118.790001,121.089996,121.089996,129159600
10/03/2021,121.690002,122.169998,119.449997,119.980003,119.980003,111760400
11/03/2021,122.540001,123.209999,121.260002,121.959999,121.959999,102753600
12/03/2021,120.400002,121.169998,119.160004,121.029999,121.029999,87963400
15/03/2021,121.410004,124,120.419998,123.989998,123.989998,92403800
16/03/2021,125.699997,127.220001,124.720001,125.57,125.57,114740000
17/03/2021,124.050003,125.860001,122.339996,124.760002,124.760002,111437500
18/03/2021,122.879997,123.18,120.32,120.529999,120.529999,121229700
19/03/2021,119.900002,121.43,119.68,119.989998,119.989998,185023200
22/03/2021,120.330002,123.870003,120.260002,123.389999,123.389999,111912300
23/03/2021,123.330002,124.239998,122.139999,122.540001,122.540001,95467100
24/03/2021,122.82,122.900002,120.07,120.089996,120.089996,88530500
25/03/2021,119.540001,121.660004,119,120.589996,120.589996,98844700
26/03/2021,120.349998,121.480003,118.919998,121.209999,121.209999,93958900
29/03/2021,121.650002,122.580002,120.730003,121.389999,121.389999,80819200
30/03/2021,120.110001,120.400002,118.860001,119.900002,119.900002,85671900
31/03/2021,121.650002,123.519997,121.150002,122.150002,122.150002,118323800
1/04/2021,123.660004,124.18,122.489998,123,123,74957400
5/04/2021,123.870003,126.160004,123.07,125.900002,125.900002,88651200
6/04/2021,126.5,127.129997,125.650002,126.209999,126.209999,80171300
7/04/2021,125.830002,127.919998,125.139999,127.900002,127.900002,83466700
8/04/2021,128.949997,130.389999,128.520004,130.360001,130.360001,88844600
9/04/2021,129.800003,133.039993,129.470001,133,133,106513800
