Date,Open,High,Low,Close,Adj Close,Volume
2020-09-17,0.663000,0.689000,0.646000,0.684000,0.684000,0
2020-09-18,0.669000,0.697000,0.669000,0.694000,0.694000,0
2020-09-20,null,null,null,null,null,null
2020-09-21,0.661000,0.671000,0.648000,0.671000,0.671000,0
2020-09-22,0.669000,0.679000,0.661000,0.664000,0.664000,0
2020-09-23,0.679000,0.692000,0.671000,0.676000,0.676000,0
2020-09-24,0.668000,0.674000,0.661000,0.666000,0.666000,0
2020-09-25,0.659000,0.664000,0.651000,0.659000,0.659000,0
2020-09-27,null,null,null,null,null,null
2020-09-28,0.671000,0.671000,0.656000,0.663000,0.663000,0
2020-09-29,0.650000,0.659000,0.641000,0.645000,0.645000,0
2020-09-30,0.645000,0.704000,0.645000,0.677000,0.677000,0
2020-10-01,0.701000,0.720000,0.669000,0.677000,0.677000,0
2020-10-02,0.666000,0.704000,0.653000,0.696000,0.696000,0
2020-10-04,null,null,null,null,null,null
2020-10-05,0.711000,0.762000,0.711000,0.762000,0.762000,0
2020-10-06,0.785000,0.792000,0.727000,0.742000,0.742000,0
2020-10-07,0.780000,0.789000,0.760000,0.785000,0.785000,0
2020-10-08,0.780000,0.780000,0.762000,0.765000,0.765000,0
2020-10-09,0.774000,0.799000,0.760000,0.775000,0.775000,0
2020-10-11,null,null,null,null,null,null
2020-10-12,0.777000,0.777000,0.777000,0.777000,0.777000,0
2020-10-13,0.757000,0.757000,0.726000,0.727000,0.727000,0
2020-10-14,0.717000,0.727000,0.709000,0.722000,0.722000,0
2020-10-15,0.698000,0.734000,0.693000,0.731000,0.731000,0
2020-10-16,0.727000,0.757000,0.721000,0.744000,0.744000,0
2020-10-18,null,null,null,null,null,null
2020-10-19,0.771000,0.781000,0.757000,0.761000,0.761000,0
2020-10-20,0.779000,0.799000,0.776000,0.797000,0.797000,0
2020-10-21,0.821000,0.823000,0.799000,0.816000,0.816000,0
2020-10-22,0.813000,0.853000,0.804000,0.848000,0.848000,0
2020-10-23,0.860000,0.872000,0.831000,0.841000,0.841000,0
2020-10-25,null,null,null,null,null,null
2020-10-26,0.818000,0.818000,0.791000,0.801000,0.801000,0
2020-10-27,0.794000,0.794000,0.769000,0.778000,0.778000,0
2020-10-28,0.761000,0.783000,0.746000,0.781000,0.781000,0
2020-10-29,0.769000,0.842000,0.769000,0.835000,0.835000,0
2020-10-30,0.820000,0.865000,0.816000,0.860000,0.860000,0
2020-11-01,null,null,null,null,null,null
2020-11-02,0.854000,0.855000,0.828000,0.849000,0.849000,0
2020-11-03,0.871000,0.896000,0.871000,0.882000,0.882000,0
2020-11-04,0.786000,0.801000,0.756000,0.768000,0.768000,0
2020-11-05,0.763000,0.790000,0.748000,0.776000,0.776000,0
2020-11-06,0.783000,0.837000,0.782000,0.820000,0.820000,0
2020-11-08,null,null,null,null,null,null
2020-11-09,0.918000,0.975000,0.903000,0.958000,0.958000,0
2020-11-10,0.949000,0.973000,0.939000,0.972000,0.972000,0
2020-11-11,0.958000,0.958000,0.958000,0.958000,0.958000,0
2020-11-12,0.937000,0.937000,0.883000,0.885000,0.885000,0
2020-11-13,0.888000,0.898000,0.872000,0.893000,0.893000,0
2020-11-15,null,null,null,null,null,null
2020-11-16,0.916000,0.921000,0.896000,0.906000,0.906000,0
2020-11-17,0.878000,0.885000,0.865000,0.872000,0.872000,0
2020-11-18,0.854000,0.893000,0.851000,0.882000,0.882000,0
2020-11-19,0.857000,0.865000,0.842000,0.854000,0.854000,0
2020-11-20,0.829000,0.850000,0.826000,0.829000,0.829000,0
2020-11-22,null,null,null,null,null,null
2020-11-23,0.854000,0.862000,0.846000,0.857000,0.857000,0
2020-11-24,0.873000,0.888000,0.865000,0.882000,0.882000,0
2020-11-25,0.880000,0.885000,0.855000,0.878000,0.878000,0
2020-11-27,null,null,null,null,null,null
2020-11-29,null,null,null,null,null,null
2020-11-30,0.850000,0.859000,0.837000,0.844000,0.844000,0
2020-12-01,0.857000,0.938000,0.857000,0.934000,0.934000,0
2020-12-02,0.923000,0.966000,0.920000,0.948000,0.948000,0
2020-12-03,0.939000,0.941000,0.910000,0.920000,0.920000,0
2020-12-04,0.925000,0.986000,0.901000,0.969000,0.969000,0
2020-12-06,null,null,null,null,null,null
2020-12-07,0.948000,0.948000,0.925000,0.928000,0.928000,0
2020-12-08,0.925000,0.928000,0.893000,0.913000,0.913000,0
2020-12-09,0.943000,0.959000,0.925000,0.941000,0.941000,0
2020-12-10,0.926000,0.941000,0.908000,0.908000,0.908000,0
2020-12-11,0.893000,0.900000,0.873000,0.893000,0.893000,0
2020-12-13,null,null,null,null,null,null
2020-12-14,0.930000,0.936000,0.888000,0.892000,0.892000,0
2020-12-15,0.901000,0.925000,0.901000,0.923000,0.923000,0
2020-12-16,0.943000,0.953000,0.913000,0.920000,0.920000,0
2020-12-17,0.921000,0.945000,0.892000,0.930000,0.930000,0
2020-12-18,0.926000,0.951000,0.920000,0.948000,0.948000,0
2020-12-20,null,null,null,null,null,null
2020-12-21,0.900000,0.948000,0.895000,0.941000,0.941000,0
2020-12-22,0.931000,0.933000,0.916000,0.918000,0.918000,0
2020-12-23,0.920000,0.973000,0.918000,0.955000,0.955000,0
2020-12-24,null,null,null,null,null,null
2020-12-27,null,null,null,null,null,null
2020-12-28,0.953000,0.958000,0.931000,0.933000,0.933000,0
2020-12-29,0.950000,0.950000,0.928000,0.935000,0.935000,0
2020-12-30,0.943000,0.945000,0.925000,0.926000,0.926000,0
2020-12-31,0.927000,0.937000,0.912000,0.917000,0.917000,0
2021-01-03,null,null,null,null,null,null
2021-01-04,0.935000,0.953000,0.907000,0.917000,0.917000,0
2021-01-05,0.937000,0.963000,0.927000,0.955000,0.955000,0
2021-01-06,1.000000,1.054000,1.000000,1.042000,1.042000,0
2021-01-07,1.056000,1.088000,1.054000,1.071000,1.071000,0
2021-01-08,1.088000,1.126000,1.075000,1.105000,1.105000,0
2021-01-10,null,null,null,null,null,null
2021-01-11,1.115000,1.138000,1.100000,1.132000,1.132000,0
2021-01-12,1.165000,1.187000,1.131000,1.138000,1.138000,0
2021-01-13,1.129000,1.133000,1.073000,1.088000,1.088000,0
2021-01-14,1.105000,1.133000,1.087000,1.129000,1.129000,0
2021-01-15,1.104000,1.119000,1.085000,1.097000,1.097000,0
2021-01-17,null,null,null,null,null,null
2021-01-19,1.113000,1.118000,1.089000,1.092000,1.092000,0
2021-01-20,1.106000,1.106000,1.087000,1.090000,1.090000,0
2021-01-21,1.102000,1.123000,1.096000,1.109000,1.109000,0
2021-01-22,1.087000,1.101000,1.082000,1.091000,1.091000,0
2021-01-24,null,null,null,null,null,null
2021-01-25,1.067000,1.070000,1.035000,1.040000,1.040000,0
2021-01-26,1.048000,1.050000,1.033000,1.040000,1.040000,0
2021-01-27,1.023000,1.023000,1.001000,1.014000,1.014000,0
2021-01-28,1.008000,1.070000,1.008000,1.057000,1.057000,0
2021-01-29,1.084000,1.105000,1.066000,1.093000,1.093000,0
2021-01-31,null,null,null,null,null,null
2021-02-01,1.079000,1.088000,1.060000,1.077000,1.077000,0
2021-02-02,1.110000,1.117000,1.096000,1.105000,1.105000,0
2021-02-03,1.124000,1.132000,1.113000,1.131000,1.131000,0
2021-02-04,1.146000,1.162000,1.136000,1.139000,1.139000,0
2021-02-05,1.172000,1.188000,1.136000,1.170000,1.170000,0
2021-02-07,null,null,null,null,null,null
2021-02-08,1.191000,1.193000,1.150000,1.160000,1.160000,0
2021-02-09,1.150000,1.159000,1.140000,1.157000,1.157000,0
2021-02-10,1.174000,1.176000,1.131000,1.133000,1.133000,0
2021-02-11,1.152000,1.165000,1.138000,1.158000,1.158000,0
2021-02-12,1.183000,1.202000,1.178000,1.200000,1.200000,0
2021-02-14,null,null,null,null,null,null
2021-02-16,1.245000,1.301000,1.245000,1.299000,1.299000,0
2021-02-17,1.314000,1.331000,1.269000,1.301000,1.301000,0
2021-02-18,1.301000,1.318000,1.277000,1.287000,1.287000,0
2021-02-19,1.313000,1.362000,1.308000,1.345000,1.345000,0
2021-02-21,null,null,null,null,null,null
2021-02-22,1.359000,1.370000,1.326000,1.370000,1.370000,0
2021-02-23,1.359000,1.389000,1.342000,1.362000,1.362000,0
2021-02-24,1.396000,1.435000,1.369000,1.389000,1.389000,0
2021-02-25,1.456000,1.614000,1.432000,1.518000,1.518000,0
2021-02-26,1.470000,1.519000,1.439000,1.460000,1.460000,0
2021-02-28,null,null,null,null,null,null
2021-03-01,1.451000,1.460000,1.407000,1.446000,1.446000,0
2021-03-02,1.446000,1.451000,1.403000,1.415000,1.415000,0
2021-03-03,1.465000,1.498000,1.455000,1.470000,1.470000,0
2021-03-04,1.469000,1.555000,1.458000,1.550000,1.550000,0
2021-03-05,1.577000,1.626000,1.540000,1.554000,1.554000,0
2021-03-07,null,null,null,null,null,null
2021-03-08,1.592000,1.606000,1.577000,1.596000,1.596000,0
2021-03-09,1.544000,1.563000,1.528000,1.546000,1.546000,0
2021-03-10,1.561000,1.563000,1.506000,1.520000,1.520000,0
2021-03-11,1.497000,1.547000,1.497000,1.527000,1.527000,0
2021-03-12,1.591000,1.642000,1.584000,1.635000,1.635000,0
2021-03-14,null,null,null,null,null,null
2021-03-15,1.627000,1.627000,1.595000,1.607000,1.607000,0
2021-03-16,1.593000,1.629000,1.585000,1.621000,1.621000,0
2021-03-17,1.662000,1.689000,1.632000,1.641000,1.641000,0
2021-03-18,1.730000,1.754000,1.724000,1.730000,1.730000,0
2021-03-19,1.689000,1.750000,1.682000,1.732000,1.732000,0
2021-03-21,null,null,null,null,null,null
2021-03-22,1.698000,1.702000,1.675000,1.684000,1.684000,0
2021-03-23,1.649000,1.665000,1.638000,1.638000,1.638000,0
2021-03-24,1.628000,1.651000,1.612000,1.614000,1.614000,0
2021-03-25,1.602000,1.642000,1.591000,1.614000,1.614000,0
2021-03-26,1.672000,1.676000,1.634000,1.660000,1.660000,0
2021-03-28,null,null,null,null,null,null
2021-03-29,1.646000,1.728000,1.641000,1.721000,1.721000,0
2021-03-30,1.751000,1.765000,1.717000,1.726000,1.726000,0
2021-03-31,1.719000,1.751000,1.708000,1.746000,1.746000,0
2021-04-01,1.705000,1.707000,1.672000,1.679000,1.679000,0
2021-04-04,null,null,null,null,null,null
2021-04-05,1.743000,1.745000,1.704000,1.720000,1.720000,0
2021-04-06,1.695000,1.695000,1.653000,1.656000,1.656000,0
2021-04-07,1.660000,1.670000,1.635000,1.653000,1.653000,0
2021-04-08,1.662000,1.662000,1.628000,1.632000,1.632000,0
2021-04-09,1.669000,1.687000,1.637000,1.666000,1.666000,0
