Date,Open,High,Low,Close,Adj Close,Volume
2020-04-13,0.741000,0.759000,0.722000,0.749000,0.749000,0
2020-04-14,0.747000,0.757000,0.730000,0.752000,0.752000,0
2020-04-15,0.687000,0.688000,0.627000,0.638000,0.638000,0
2020-04-16,0.614000,0.624000,0.594000,0.609000,0.609000,0
2020-04-17,0.643000,0.658000,0.587000,0.654000,0.654000,0
2020-04-19,null,null,null,null,null,null
2020-04-20,0.624000,0.643000,0.612000,0.626000,0.626000,0
2020-04-21,0.550000,0.578000,0.543000,0.571000,0.571000,0
2020-04-22,0.583000,0.636000,0.581000,0.619000,0.619000,0
2020-04-23,0.622000,0.630000,0.594000,0.613000,0.613000,0
2020-04-24,0.602000,0.621000,0.591000,0.596000,0.596000,0
2020-04-26,null,null,null,null,null,null
2020-04-27,0.621000,0.662000,0.621000,0.656000,0.656000,0
2020-04-28,0.651000,0.652000,0.594000,0.610000,0.610000,0
2020-04-29,0.594000,0.641000,0.584000,0.627000,0.627000,0
2020-04-30,0.611000,0.625000,0.581000,0.622000,0.622000,0
2020-05-01,0.613000,0.648000,0.609000,0.642000,0.642000,0
2020-05-03,null,null,null,null,null,null
2020-05-04,0.616000,0.651000,0.615000,0.637000,0.637000,0
2020-05-05,0.659000,0.673000,0.643000,0.657000,0.657000,0
2020-05-06,0.682000,0.743000,0.681000,0.711000,0.711000,0
2020-05-07,0.695000,0.701000,0.622000,0.631000,0.631000,0
2020-05-08,0.631000,0.683000,0.623000,0.682000,0.682000,0
2020-05-10,null,null,null,null,null,null
2020-05-11,0.683000,0.726000,0.672000,0.726000,0.726000,0
2020-05-12,0.711000,0.724000,0.668000,0.678000,0.678000,0
2020-05-13,0.664000,0.672000,0.635000,0.649000,0.649000,0
2020-05-14,0.617000,0.628000,0.604000,0.619000,0.619000,0
2020-05-15,0.604000,0.649000,0.590000,0.640000,0.640000,0
2020-05-17,null,null,null,null,null,null
2020-05-18,0.666000,0.744000,0.661000,0.744000,0.744000,0
2020-05-19,0.729000,0.745000,0.705000,0.711000,0.711000,0
2020-05-20,0.703000,0.721000,0.670000,0.680000,0.680000,0
2020-05-21,0.680000,0.682000,0.654000,0.677000,0.677000,0
2020-05-22,0.657000,0.672000,0.648000,0.657000,0.657000,0
2020-05-24,null,null,null,null,null,null
2020-05-26,0.697000,0.708000,0.690000,0.698000,0.698000,0
2020-05-27,0.723000,0.723000,0.661000,0.680000,0.680000,0
2020-05-28,0.687000,0.713000,0.685000,0.705000,0.705000,0
2020-05-29,0.664000,0.685000,0.648000,0.648000,0.648000,0
2020-05-31,null,null,null,null,null,null
2020-06-01,0.667000,0.687000,0.662000,0.662000,0.662000,0
2020-06-02,0.685000,0.687000,0.661000,0.680000,0.680000,0
2020-06-03,0.708000,0.771000,0.705000,0.761000,0.761000,0
2020-06-04,0.754000,0.823000,0.744000,0.820000,0.820000,0
2020-06-05,0.867000,0.957000,0.862000,0.904000,0.904000,0
2020-06-07,null,null,null,null,null,null
2020-06-08,0.910000,0.915000,0.862000,0.884000,0.884000,0
2020-06-09,0.837000,0.840000,0.802000,0.829000,0.829000,0
2020-06-10,0.807000,0.812000,0.743000,0.748000,0.748000,0
2020-06-11,0.697000,0.700000,0.651000,0.653000,0.653000,0
2020-06-12,0.702000,0.713000,0.674000,0.699000,0.699000,0
2020-06-14,null,null,null,null,null,null
2020-06-15,0.669000,0.715000,0.661000,0.702000,0.702000,0
2020-06-16,0.761000,0.784000,0.723000,0.756000,0.756000,0
2020-06-17,0.756000,0.763000,0.728000,0.733000,0.733000,0
2020-06-18,0.704000,0.708000,0.694000,0.694000,0.694000,0
2020-06-19,0.733000,0.745000,0.687000,0.697000,0.697000,0
2020-06-21,null,null,null,null,null,null
2020-06-22,0.695000,0.709000,0.674000,0.704000,0.704000,0
2020-06-23,0.725000,0.730000,0.707000,0.709000,0.709000,0
2020-06-24,0.730000,0.730000,0.679000,0.684000,0.684000,0
2020-06-25,0.664000,0.677000,0.658000,0.674000,0.674000,0
2020-06-26,0.669000,0.671000,0.632000,0.636000,0.636000,0
2020-06-28,null,null,null,null,null,null
2020-06-29,0.651000,0.654000,0.632000,0.636000,0.636000,0
2020-06-30,0.625000,0.666000,0.619000,0.653000,0.653000,0
2020-07-01,0.681000,0.702000,0.668000,0.682000,0.682000,0
2020-07-02,0.679000,0.724000,0.664000,0.669000,0.669000,0
2020-07-05,null,null,null,null,null,null
2020-07-06,0.696000,0.712000,0.684000,0.684000,0.684000,0
2020-07-07,0.674000,0.681000,0.640000,0.650000,0.650000,0
2020-07-08,0.655000,0.674000,0.645000,0.653000,0.653000,0
2020-07-09,0.655000,0.655000,0.599000,0.605000,0.605000,0
2020-07-10,0.584000,0.637000,0.573000,0.633000,0.633000,0
2020-07-12,null,null,null,null,null,null
2020-07-13,0.648000,0.663000,0.635000,0.640000,0.640000,0
2020-07-14,0.627000,0.632000,0.600000,0.615000,0.615000,0
2020-07-15,0.650000,0.658000,0.618000,0.630000,0.630000,0
2020-07-16,0.618000,0.620000,0.600000,0.612000,0.612000,0
2020-07-17,0.604000,0.632000,0.600000,0.628000,0.628000,0
2020-07-19,null,null,null,null,null,null
2020-07-20,0.607000,0.625000,0.602000,0.620000,0.620000,0
2020-07-21,0.617000,0.622000,0.594000,0.607000,0.607000,0
2020-07-22,0.591000,0.599000,0.582000,0.595000,0.595000,0
2020-07-23,0.584000,0.592000,0.574000,0.582000,0.582000,0
2020-07-24,0.586000,0.597000,0.577000,0.589000,0.589000,0
2020-07-26,null,null,null,null,null,null
2020-07-27,0.579000,0.610000,0.574000,0.609000,0.609000,0
2020-07-28,0.605000,0.607000,0.577000,0.581000,0.581000,0
2020-07-29,0.584000,0.595000,0.571000,0.579000,0.579000,0
2020-07-30,0.561000,0.561000,0.538000,0.541000,0.541000,0
2020-07-31,0.530000,0.564000,0.528000,0.536000,0.536000,0
2020-08-02,null,null,null,null,null,null
2020-08-03,0.559000,0.572000,0.553000,0.563000,0.563000,0
2020-08-04,0.538000,0.538000,0.510000,0.515000,0.515000,0
2020-08-05,0.530000,0.553000,0.528000,0.543000,0.543000,0
2020-08-06,0.522000,0.543000,0.504000,0.536000,0.536000,0
2020-08-07,0.531000,0.569000,0.525000,0.562000,0.562000,0
2020-08-09,null,null,null,null,null,null
2020-08-10,0.554000,0.576000,0.546000,0.574000,0.574000,0
2020-08-11,0.610000,0.661000,0.610000,0.658000,0.658000,0
2020-08-12,0.675000,0.690000,0.655000,0.670000,0.670000,0
2020-08-13,0.682000,0.727000,0.675000,0.716000,0.716000,0
2020-08-14,0.708000,0.713000,0.691000,0.709000,0.709000,0
2020-08-16,null,null,null,null,null,null
2020-08-17,0.687000,0.693000,0.667000,0.683000,0.683000,0
2020-08-18,0.679000,0.688000,0.657000,0.669000,0.669000,0
2020-08-19,0.656000,0.688000,0.648000,0.675000,0.675000,0
2020-08-20,0.648000,0.653000,0.638000,0.644000,0.644000,0
2020-08-21,0.632000,0.656000,0.623000,0.640000,0.640000,0
2020-08-23,null,null,null,null,null,null
2020-08-24,0.633000,0.651000,0.622000,0.646000,0.646000,0
2020-08-25,0.685000,0.716000,0.679000,0.682000,0.682000,0
2020-08-26,0.716000,0.721000,0.685000,0.687000,0.687000,0
2020-08-27,0.675000,0.746000,0.649000,0.746000,0.746000,0
2020-08-28,0.739000,0.746000,0.713000,0.729000,0.729000,0
2020-08-30,null,null,null,null,null,null
2020-08-31,0.733000,0.739000,0.692000,0.693000,0.693000,0
2020-09-01,0.720000,0.729000,0.671000,0.672000,0.672000,0
2020-09-02,0.677000,0.687000,0.643000,0.651000,0.651000,0
2020-09-03,0.651000,0.658000,0.606000,0.622000,0.622000,0
2020-09-04,0.649000,0.721000,0.643000,0.721000,0.721000,0
2020-09-06,null,null,null,null,null,null
2020-09-08,0.679000,0.685000,0.664000,0.684000,0.684000,0
2020-09-09,0.690000,0.710000,0.674000,0.703000,0.703000,0
2020-09-10,0.705000,0.723000,0.679000,0.685000,0.685000,0
2020-09-11,0.692000,0.697000,0.664000,0.669000,0.669000,0
2020-09-13,null,null,null,null,null,null
2020-09-14,0.676000,0.676000,0.653000,0.671000,0.671000,0
2020-09-15,0.685000,0.689000,0.674000,0.679000,0.679000,0
2020-09-16,0.669000,0.702000,0.656000,0.687000,0.687000,0
